id_posto,razao_posto,cnpj_posto,endereco_posto,bairro_posto,cep_posto,uf_posto,munic_posto,nota_posto
11997,"POSTO DE SERVICOS NOVA DAMASIO LTDA",19092852000184,"RUA DAMASIO PINTO,  265",ITAQUERA,8247000,SP,"SAO PAULO",10
11998,"AUTO POSTO RENOVO LTDA",19227241000104,"AVENIDA KEMEL ADDAS,  780","CIDADE KEMEL",8130485,SP,"SAO PAULO",7
12000,"POSTO DE SERVIÇOS TROVÃO LTDA",19380156000173,"AVENIDA DOORATORIO,  2782","PARQUE SAO LUCAS",3220100,SP,"SAO PAULO",5
12001,"AUTO POSTO MARMELL LTDA",19396151000139,"AVENIDA REGUEB CHOHFI,  4000","JARDIM AUGUSTA",8341410,SP,"SAO PAULO",6
12002,"AUTO POSTO GENESIS J.A. LTDA",19643397000168,"AVENIDA DOS IMARES,  716",INDIANOPOLIS,4085001,SP,"SAO PAULO",9
12003,"AUTO POSTO BUFFALO COMBUSTIVEIS LTDA",20033242000199,"ESTRADA ITAQUERA-GUAIANAZES,  1130","VL 15 DE NOVEMBRO",8250010,SP,"SAO PAULO",5
12004,"CENTRO AUTOMOTIVO THOMAS EDISON LTDA",20190819000176,"AVENIDA THOMAS EDISON,  700","BARRA FUNDA",1140001,SP,"SAO PAULO",9
12006,"CENTRO AUTOMOTIVO JARDIM JACANA LTDA",20684089000160,"AVENIDA ANTONELO DA MESSINA,  516","SITIO DO PIQUERI",2318000,SP,"SAO PAULO",9
12007,"AUTO POSTO REI DO TATUAPE LTDA",20750878000151,"AVENIDA CELSO GARCIA,  5471",TATUAPE,3063000,SP,"SAO PAULO",7
12008,"CENTRO AUTOMOTIVO PARQUE DO CARMO LTDA",20881494000178,"RUA OSVALDO PUCCI,  40","JARDIM NOSSA SENHORA DO CARMO",8270700,SP,"SAO PAULO",8
12009,"CENTRO AUTOMOTIVO MOSCATEL LTDA",21042671000195,"AVENIDA SALIM FARAH MALUF,  1.999",TATUAPE,3076000,SP,"SAO PAULO",10
12010,"CENTRO AUTOMOTIVO NHAMBIQUARAS LTDA",21248520000198,"ALAMEDA DOS NHAMBIQUARAS,  1555",INDIANOPOLIS,4090013,SP,"SAO PAULO",6
12011,"AUTO POSTO WH33 LTDA",21372505000157,"RUA JOAO ALFREDO,  641","SANTO AMARO",4747001,SP,"SAO PAULO",5
12012,"CENTRO COMERCIAL PORTAL DE ITAQUERA LTDA",21534226000142,"AVENIDA ITAQUERA,  7597","VILA CARMOSINA",8295001,SP,"SAO PAULO",9
12013,"AUTO POSTO ZAKI NARCHI LTDA",21556810000107,"RUA ANTONIO DOS SANTOS NETO,  246",CARANDIRU,2028020,SP,"SAO PAULO",7
12014,"AUTO POSTO E SERVICOS CURVAO LTDA",21960361000150,"RUA MARCIO BECK MACHADO,  150","CIDADE TIRADENTES",8485455,SP,"SAO PAULO",5
12015,"AMF AEROPORTO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA",21962475000139,"AVENIDA WASHINGTON LUIS,  5730","SANTO AMARO",4626001,SP,"SAO PAULO",7
12016,"CENTRO AUTOMOTIVO RUA DOS TRILHOS LTDA",22118875000125,"RUA DOS TRILHOS,  137",MOOCA,3168005,SP,"SAO PAULO",10
12017,"AUTO POSTO ALVORADA DA VILA LTDA",22406880000133,"RUA ALVILANDIA,  20","VILA MADALENA",5449070,SP,"SAO PAULO",10
12018,"COLISEU COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA",22988249000190,"AVENIDA GIOVANNI GRONCHI,  6775","VILA ANDRADE",5724005,SP,"SAO PAULO",5
12019,"CENTRO AUTOMOTIVO CASTANHEIRA LTDA",23398984000106,"AVENIDA MATEO BEI,  1271","SAO MATEUS",3949011,SP,"SAO PAULO",8
12020,"MODENA AUTO POSTO LTDA",23445146000146,"ESTRADA DO M BOI MIRIM,  3060","JARDIM COIMBRA",4932306,SP,"SAO PAULO",5
12021,"AUTO POSTO GIGANTE DA ENGENHEIRO LTDA",24052736000171,"AVENIDA ENGENHEIRO CAETANO ALVARES,  2777",IMIRIM,2540003,SP,"SAO PAULO",7
12022,"AUTO POSTO MARIA CANDIDA LTDA",24474137000146,"RUA MARIA CANDIDA,  1.619","VILA GUILHERME",2071012,SP,"SAO PAULO",7
12025,"CENTRO AUTOMOTIVO GABRIEL SARAIVA LTDA",25298301000174,"AVENIDA SADAMU INOUE,  6170","JARDIM CASA GRANDE",4865005,SP,"SAO PAULO",5
12027,"AUTO POSTO RODEDA LTDA",26592579000112,"AVENIDA ELISIO CORDEIRO DE SIQUEIRA,  191","JARDIM SANTO ELIAS",5136000,SP,"SAO PAULO",7
12028,"AUTO POSTO VILA VERA LTDA",26700338000140,"RUA VERGUEIRO,  8958","VILA FIRMIANO PINTO",4272300,SP,"SAO PAULO",6
12029,"AUTO POSTO QUINTO LTDA",26751240000111,"AVENIDA SAO MIGUEL,  6095","VILA NORMA",8070002,SP,"SAO PAULO",6
12031,"AUTO POSTO JWM LTDA",28072219000115,"RUA VERGUEIRO,  6689","VILA FIRMIANO PINTO",4273100,SP,"SAO PAULO",9
12032,"AUTO POSTO ARCA LTDA",28345060000165,"RUA PAULO BARBOSA,  322",IPIRANGA,4201080,SP,"SAO PAULO",8
12033,"AUTO POSTO PRIMEIRA PARADA LTDA",28399835000185,"RUA DA MOOCA,  1126",MOOCA,3104010,SP,"SAO PAULO",6
12035,"AUTO POSTO CIDADE ONE AMAURI LTDA",29808999000181,"AVENIDA CIDADE JARDIM,  589","ITAIM BIBI",1453000,SP,"SAO PAULO",8
12036,"AUTO POSTO NICE DE INTERLAGOS LTDA.",29860499000199,"AVENIDA INTERLAGOS,  3918","JARDIM MARAJOARA",4660007,SP,"SAO PAULO",8
12038,"AUTO POSTO VILA MANZINI LTDA",32462610000101,"AVENIDA VITOR MANZINI,  450","SANTO AMARO",4745060,SP,"SAO PAULO",8
12039,"AUTO POSTO GIGANTE DA TEOTONIO LTDA",32677275000150,"AVENIDA SEN TEOTONIO VILELA,  6360","JARDIM SAO RAFAEL",4864002,SP,"SAO PAULO",9
12040,"AUTO POSTO MAXIMUS LTDA",33047386000146,"AVENIDA VITAL BRASIL,  730",BUTANTA,5503000,SP,"SAO PAULO",5
12041,"AUTO POSTO MODELO DO IMIRIM LTDA",33554207000167,"AVENIDA IMIRIM,  2185",IMIRIM,2465200,SP,"SAO PAULO",10
12042,"DOPERI COMERCIO DE COMBUSTIVEIS EIRELI",33905077000160,"RUA RANGEL DE ALMEIDA,  20","VILA CONTINENTAL",2616120,SP,"SAO PAULO",9
12043,"AUTO POSTO BLACK HORSE LTDA",34701857000150,"AVENIDA PROF LUIZ IGNACIO ANHAIA MELLO,  8051","VILA EMA",3295100,SP,"SAO PAULO",5
12044,"F.G ITAIM AUTO POSTO LTDA",34728531000117,"AVENIDA STO AMARO,  320","VILA NOVA CONCEICAO",4506000,SP,"SAO PAULO",5
12045,"CENTRO AUTOMOTIVO PILAR DO TIETE LTDA",34855093000158,"RUA DR EDGARD THEOTONIO SANTANA,  492","PARQUE INDUSTRIAL TOMAS EDSON",1140030,SP,"SAO PAULO",6
12046,"AUTO POSTO CONQUISTA PENHA DE FRANCA EIRELI",35623084000102,"AVENIDA GABRIELA MISTRAL,  556","PENHA DE FRANCA",3701000,SP,"SAO PAULO",5
12047,"CENTRO AUTOMOTIVO BLUE MACHINE LTDA.",35806808000145,"AVENIDA PROF FRANCISCO MORATO,  6155","VILA SONIA",5521400,SP,"SAO PAULO",6
12048,"AUTO POSTO OSAKA LTDA",35831022000188,"RUA GUAIPA,  1028","VILA LEOPOLDINA",5089000,SP,"SAO PAULO",9
12050,"CENTRO AUTOMOTIVO BLUE MIAMI LTDA",37654527000140,"AVENIDA EDU CHAVES,  553","PARQUE EDU CHAVES",2229000,SP,"SAO PAULO",7
12051,"ML20 IMIGRANTES AUTO POSTO LTDA",37832095000110,"AVENIDA MIGUEL ESTEFNO,  1663",SAUDE,4301011,SP,"SAO PAULO",7
12052,"CENTRO AUTOMOTIVO MOURISCO LTDA",38335454000196,"AVENIDA REG FEIJO,  1111","VILA REGENTE FEIJO",3342000,SP,"SAO PAULO",8
12053,"JET 7 POSTOS E SERVIÇOS LTDA",39007232000107,"RUA PADRE JOSE DA ANCHIETA,  964","JARDIM BOA VISTA",4742000,SP,"SAO PAULO",8
12054,"AUTO POSTO REDE BAN LTDA",39310504000143,"AVENIDA ARICANDUVA,  4777","VILA ARICANDUVA",3527000,SP,"SAO PAULO",6
12055,"AUTO POSTO BOSQUE CURSINO LTDA",39765171000147,"AVENIDA DO CURSINO,  1106",SAUDE,4132000,SP,"SAO PAULO",8
12057,"AUTO POSTO QU4RTETO FANTASTICO LTDA",40856847000197,"AVENIDA NORDESTINA,  2718","CIDADE NOVA SAO MIGUEL",8042117,SP,"SAO PAULO",6
12059,"AUTO POSTO BARAO DA ASSIS LTDA",41517372000177,"RUA DR ASSIS RIBEIRO,  5138","ERMELINO MATARAZZO",3827000,SP,"SAO PAULO",7
12061,"AUTO POSTO REDE BAN 2 LTDA",42108581000120,"AVENIDA BELARMINO FERREIRA,  300","JARDIM ARIZE",3573090,SP,"SAO PAULO",6
12062,"AUTO POSTO GIGANTE DO PESSEGO LTDA",42159489000199,"AVENIDA JACU-PESSEGO/N. TRABALHADORES,  447","VILA JACUI",8050099,SP,"SAO PAULO",10
12064,"AUTO POSTO CALON LTDA",43030030000153,"AVENIDA CANGAIBA,  1950",CANGAÍBA,3712000,SP,"SAO PAULO",10
12065,"OURO VELHO AUTOMOVEIS E SERVICOS LTDA",43059997000168,"RUA CEL DIOGO,  650","JARDIM GLORIA",1545000,SP,"SAO PAULO",6
12066,"STILUS AUTO POSTO LTDA",43175199000100,"AVENIDA INCONFIDENCIA MINEIRA,  959","VILA RICA",39110000,SP,"SAO PAULO",7
12067,"AUTO POSTO EWAMARO LTDA",43177872000132,"AVENIDA CONDESSA ELIZABETH DE ROBIANO,  S/N","VILA GUILHERME",3704000,SP,"SAO PAULO",7
12069,"AUTO POSTO HELIODORA LTDA",43223197000130,"RUA HELIODORA,  204","JARDIM SAO BENTO",2022050,SP,"SAO PAULO",6
12070,"AUTOMOTIVO SANTA CATARINALTDA",43235423000101,"AVENIDA SANTA CATARINA,  2951","VL STA CATARINA",4378500,SP,"SAO PAULO",6
12071,"CALUANA COMBUSTIVEIS E SERVICOS LTDA",43286426000166,"AVENIDA POMPEIA,  1682",POMPEIA,5022001,SP,"SAO PAULO",10
12072,"ALUISIO MAKOTO MIYADA",43310523000147,"AVENIDA PROF FRANCISCO MORATO,  3077","VILA SONIA",5513400,SP,"SAO PAULO",9
12073,"SERVICENTER AUTO POSTO GRAN PARA LTDA",43320035000110,"AVENIDA SANTA CATARINA,  2276","VILA SANTA CATARINA",4378200,SP,"SAO PAULO",5
12074,"AUTO POSTO GRANA LTDA",43339001000178,"RUA CONS CARRAO,  501","BELA VISTA",1328000,SP,"SAO PAULO",6
12075,"AUTO POSTO SERRA DE BRAGANCA LTDA",43386838000178,"RUA SERRA DE BRAGANCA,  1675",TATUAPE,3318000,SP,"SAO PAULO",10
12076,"AUTO POSTO MANCHESTER LTDA",43389105000197,"RUA TAMAINDE,  1153","VL NOVA MANCHESTER",3444000,SP,"SAO PAULO",6
12077,"POSTO JD HELENA COM DE DERIVADOS DE PETROLEO LTDA",43396563000153,"ESTRADA DE ITAQUERA-GUAIANAZES,  2392",GUAIANAZES,8420000,SP,"SAO PAULO",9
12078,"AUTO POSTO IRMAOS MELO LTDA",43400670000108,"AVENIDA GUILHERME GIORGI,  795","VILA CARRÃO",3422000,SP,"SAO PAULO",9
12079,"POSTO GASPARZINHO LTDA",43400969000162,"AVENIDA AGUIA DE HAIA,  2600","CID AE CARVALHO",3694000,SP,"SAO PAULO",8
12082,"AUTO POSTO MONTANA LTDA",43513001000142,"RUA VERGUEIRO,  2962","VILA MARIANA",4102001,SP,"SAO PAULO",7
12083,"POSTO DE SERVICO SIMBA LTDA",43518554000198,"AVENIDA PE ARLINDO VIEIRA,  1977","JD CLIMAX",4166002,SP,"SAO PAULO",9
12084,"AUTO POSTO PAULICEIA LTDA",43553122000118,"AVENIDA LEONCIO DE MAGALHAES,  1351","JD SAO PAULO",2042011,SP,"SAO PAULO",7
12085,"AUTO POSTO JOVEM LTDA",43602978000136,"RUA PLANETA,  591","VILA FORMOSA",3376010,SP,"SAO PAULO",6
12087,"POSTO DE SERVICO CONFIANCA LTDA",43700681000103,"AVENIDA MORVAM D DE FIGUEIREDO,  7035","VILA MARIA",2170000,SP,"SAO PAULO",9
12088,"AUTO POSTO CERVANTES LTDA.",43705065000145,"RUA INACIO CERVANTES,  1177","PARQUE IPE",5572000,SP,"SAO PAULO",6
12090,"AUTO POSTO CONSELHEIRO MOREIRA LTDA",43724304000104,"RUA CONS MOREIRA DE BARROS,  2374","LAUZANE PAULISTA",2430001,SP,"SAO PAULO",6
12093,"R. R. COMBUSTIVEIS LTDA",43802016000120,"RUA VERGUEIRO,  5065",IPIRANGA,4273000,SP,"SAO PAULO",10
12094,"AUTO POSTO JJ CORREIA ARRUDA LTDA",43829044000131,"RUA TTCEL JOSE JOAQUIM CORREIA ARRUDA,  545","VILA PORTUGUESA",2832000,SP,"SAO PAULO",10
12095,"AUTO POSTO PROFESSOR CARDOSO LTDA",43854508000160,"RUA PROF CARDOZO DE MELLO NETO,  70","JARDIM SANTA TEREZINHA (PEDREIRA)",4474180,SP,"SAO PAULO",7
12098,"POSTO DE SERVICOS GOLAN LTDA",43878842000153,"AVENIDA SUMARE,  1549",PERDIZES,5016090,SP,"SAO PAULO",5
12099,"AUTO POSTO J E LTDA",43912831000142,"AVENIDA JOAQUINA RAMALHO,  151","VL GUILHERME",2065000,SP,"SAO PAULO",8
12100,"RF 7 POSTO DE SERVICOS LTDA",43946888000162,"RUA BELA CINTRA,  1507","CERQUEIRA CEZAR",1415001,SP,"SAO PAULO",10
12103,"AUTO POSTO PARADA 688 LTDA",44039838000164,"AVENIDA PARADA PINTO,  688","VILA NOVA CACHOEIRINHA",2611002,SP,"SAO PAULO",8
12104,"AUTO POSTO PARQUE MANDAQUI LTDA",44061373000148,"AVENIDA STA INES,  494","PARQUE MANDAQUI",2415000,SP,"SAO PAULO",7
12105,"P S SANTA CECILIA LTDA",44066009000170,"RUA DOUTOR FREDERICO STEIDEL,  58","SANTA CECÍLIA",12250000,SP,"SAO PAULO",6
12106,"AUTO POSTO SAO EDUARDO LTDA",44091338000171,"AVENIDA CIPRIANO RODRIGUES,  998","VILA MATIAS",3361000,SP,"SAO PAULO",8
12108,"AUTO POSTO UNIPRIMOS LTDA",44128882000140,"RUA TURIASSU,  1499",PERDIZES,5005001,SP,"SAO PAULO",7
12110,"AUTO POSTO TITO 347 LTDA",44671603000190,"AVENIDA MAL TITO,  347","SAO MIGUEL PAULISTA",8010090,SP,"SAO PAULO",10
12111,"AUTO POSTO NOVA MARAJO LTDA",44692302000143,"AVENIDA NOVA CANTAREIRA,  739",TUCURUVI,2331001,SP,"SAO PAULO",8
12113,"AUTO POSTO CORONEL SEZEFREDO 2 LTDA",45164362000156,"AVENIDA CEL SEZEFREDO FAGUNDES,  1816",TUCURUVI,2306002,SP,"SAO PAULO",9
12115,"C M AUTO POSTO LTDA",45542768000125,"RUA BRIG HAROLDO VELOSO,  501","ITAIM BIBI",4533080,SP,"SAO PAULO",8
12116,"AUTO POSTO BOSQUE DA SAUDE LTDA",45642204000164,"AVENIDA BOSQUE DA SAUDE,  639",SAUDE,4142091,SP,"SAO PAULO",5
12117,"AUTO POSTO PINEDO LTDA",45736961000105,"AVENIDA DE PINEDO,  57",SOCORRO,4764001,SP,"SAO PAULO",6
12118,"MAXICAR AUTO SERV. LTDA",46158986000123,"RUA JOSE MARIA LISBOA,  756","JARDIM AMÉRICA",1423001,SP,"SAO PAULO",7
12119,"AUTO POSTO CASUARINAS LTDA",46238502000156,"RUA DAS CASUARINAS,  20","VILA NOVA MAZZEI",2314100,SP,"SAO PAULO",5
12121,"AUTO POSTO BARTIRA LTDA",46332896000107,"RUA CARDOSO DE ALMEIDA,  1082",PERDIZES,5013001,SP,"SAO PAULO",8
12122,"POSTO JURUPARI LTDA",46370177000180,"RUA JURUPARI,  181","JD ORIENTAL",4348070,SP,"SAO PAULO",7
12123,"SIQLUB AUTO POSTO LTDA",46512893000155,"AVENIDA RIO DAS PEDRAS,  3100","VL NOVA YORK",3452200,SP,"SAO PAULO",5
12124,"AUTO POSTO RODOVIAS LTDA",46887394000142,"AVENIDA MORVAN DIAS FIGUEIREDO,  2605","VILA GUILHERME",2063000,SP,"SAO PAULO",8
12125,"ELITE POSTO DE SERVICOS LTDA",47114681000182,"ESTRADA DO ORATORIO,  3333","PRQ SAO LUCAS",3117000,SP,"SAO PAULO",8
12126,"AUTO POSTO DOURO LTDA",47166707000136,"AVENIDA DO ANASTACIO,  1145","PARQUE SAO DOMINGOS",5119000,SP,"SAO PAULO",10
12127,"AUTO  POSTO CHEKIANG LTDA",47396684000156,"AVENIDA ARQUITETO  VILANOVA ARTIGAS,  1540",SAPOPEMBA,3928240,SP,"SAO PAULO",5
12128,"MAKRO ATACADISTA S.A",47427653002240,"RUA CARMINE GAETA,  184","VILA MARIA",2060100,SP,"SAO PAULO",8
12129,"POSTO GASTOTAL LTDA",91610000148,"AVENIDA GEREMARIO DANTAS,  88",JACAREPAGUÁ,22735010,RJ,"RIO DE JANEIRO",10
12130,"G A P POSTO DE SERVICOS LTDA",570871000140,"RUA COMANDANTE RUBENS SILVA,  451","FREGUESIA (JACAREPAGUA)",22745281,RJ,"RIO DE JANEIRO",8
12132,"AUTO POSTO DE SERVICOS MARISOL LTDA",712637000100,"AVENIDA SERNAMBETIBA,  16500","RECREIO DOS BANDEIR",22795000,RJ,"RIO DE JANEIRO",9
12133,"POSTO DE ABASTECIMENTO E SERVICOS V. MARQUES LTDA.",1131154000185,"AVENIDA DOM HELDER CAMARA,  3124","DEL CASTILHO",20751971,RJ,"RIO DE JANEIRO",6
12135,"THUYA AUTO POSTO DE SERVICOS LTDA",1264785000172,"RUA ITALIA FAUSTA,  19",ITANHANGA,22641440,RJ,"RIO DE JANEIRO",7
12137,"COMBUSTIVEIS LOBINHO LTDA - ME",1351380000171,"RUA HADDOCK LOBO,  103",ESTACIO,20260001,RJ,"RIO DE JANEIRO",7
12139,"POSTO DE SERVIÇOS ROMÂNTICO LTDA",1679582000147,"AVENIDA MARECHAL FONTENELLE,  3620","JARDIM SULACAP",22725000,RJ,"RIO DE JANEIRO",5
12140,"CENTRO AUTOMOTIVO ANCORA LTDA",1868383000187,"RUA CORONEL TEDIN,  40",JACAREPAGUA,22740011,RJ,"RIO DE JANEIRO",7
12141,"CENTRO AUTOMOTIVO ESQUILOS LTDA",1985828000109,"ESTRADA DE JACAREPAGUA,  4.735",JACAREPAGUA,22753044,RJ,"RIO DE JANEIRO",6
12142,"AUTO POSTO CREMONEZE LTDA",1988505000179,"ESTRADA DO MENDANHA,  4240","CAMPO GRANDE",23092002,RJ,"RIO DE JANEIRO",9
12144,"POSTO DE GASOLINA COROA DO MAR LTDA",2618774000106,"ESTRADA ADHEMAR BEBIANO,  700","DEL CASTILHO",21051070,RJ,"RIO DE JANEIRO",6
12145,"POSTO DE ABASTECIMENTO SERVICOS E COMERCIO LINHA AMARELA LTDA",2752766000158,"AVENIDA AYRTON SENNA,  S/N","BARRA DA TIJUCA",22775002,RJ,"RIO DE JANEIRO",10
12147,"ABASTECIMENTO DE COMBUSTIVEIS RIO DO A LTDA",2850122000100,"ESTRADA RIO DO A,  1425","CAMPO GRANDE",23080300,RJ,"RIO DE JANEIRO",9
12148,"POSTO DE SERVICOS DENGOSO LTDA",3438999000143,"ESTRADA DO MONTEIRO,  50","CAMPO GRANDE",23045830,RJ,"RIO DE JANEIRO",7
12149,"CENTRO DE CONVENIENCIAS MILLENNIUM LTDA",3546544000222,"RUA FRANCISCO EUGENIO,  349",CENTRO,20941120,RJ,"RIO DE JANEIRO",9
12150,"AUTO POSTO TREVO DA BARRA LTDA",3573550000198,"AVENIDA EMBAIXADOR ABELARDO BUENO,  3629","BARRA DA TIJUCA",22775039,RJ,"RIO DE JANEIRO",7
12151,"MATTAR E MATTAR AUTO POSTO LTDA.",4971802000108,"AVENIDA DAS AMERICAS,  10495","BARRA DA TIJUCA",22793082,RJ,"RIO DE JANEIRO",6
12152,"TIC E TAC DE RAMOS POSTO DE SERVICOS LTDA",5026181000149,"RUA URANOS,  1176",OLARIA,21060250,RJ,"RIO DE JANEIRO",5
12153,"POSTO DE ABASTECIMENTO UBA GERAIS LTDA.",5928713000133,"AVENIDA BRASIL,  34530",BANGU,21852001,RJ,"RIO DE JANEIRO",9
12156,"AUTO POSTO DE ABASTECIMENTO ESTRELA DO OCEANO LTDA - ME",8638802000133,"AVENIDA LUCIO COSTA,  6.410","BARRA DA TIJUCA",22620170,RJ,"RIO DE JANEIRO",5
12159,"AUTO POSTO TREVO DAS AMERICAS LTDA",10216713000140,"AVENIDA DAS AMERICAS,  46673","PEDRA DE GUARATIBA",23032050,RJ,"RIO DE JANEIRO",5
12160,"POSTO DE GASOLINA CIDADE DE DEUS LTDA",11333439000152,"ESTRADA DO GABINAL,  1955","CIDADE DE DEUS",22763153,RJ,"RIO DE JANEIRO",5
12161,"POSTO DE ABASTECIMENTO GALLENA LAGOA LTDA.",11398725000104,"AVENIDA EPITACIO PESSOA,  1354",IPANEMA,22411072,RJ,"RIO DE JANEIRO",5
12162,"BARRA GAS COMERCIO E SERVICOS LTDA",11513372000138,"AVENIDA AYRTON SENNA,  9201",JACAREPAGUA,22775004,RJ,"RIO DE JANEIRO",10
12163,"POSTO DE GASOLINA RENASCER LTDA",11534991000109,"RUA SAO LUIZ GONZAGA,  2331","SAO CRISTOVAO",20910063,RJ,"RIO DE JANEIRO",7
12164,"CENTRO AUTOMOTIVO CRUZADA DA BARRA LTDA.",12308662000102,"AVENIDA DAS AMERICAS,  3201","BARRA DA TIJUCA",22631002,RJ,"RIO DE JANEIRO",5
12165,"POSTO DE ABASTECIMENTO BARRA CAMPO GRANDE LTDA",14368087000169,"ESTRADA RIO DO A,  1076","CAMPO GRANDE",23080300,RJ,"RIO DE JANEIRO",5
12166,"MULTGAS POSTO DE GASOLINA LTDA",14618237000145,"RUA FIGUEIRA DE MELO,  439","SAO CRISTOVAO",20941001,RJ,"RIO DE JANEIRO",9
12167,"POSTO DE COMBUSTIVEIS BRAZ DE PINA LTDA",18903882000160,"RUA GUAPORE,,  596","BRAZ DE PINA",21215100,RJ,"RIO DE JANEIRO",6
12170,"AUTO POSTO DO TRABALHO TIJUCA LTDA",24242317000100,"RUA BARAO DE PIRASSINUNGA,  04",TIJUCA,20521170,RJ,"RIO DE JANEIRO",8
12172,"AUTO POSTO DO TRABALHO SAO CRISTOVAO LTDA",24244799000120,"AVENIDA BRASIL,  1957",BENFICA,20930041,RJ,"RIO DE JANEIRO",5
12173,"AUTO POSTO DO TRABALHO SANTISSIMO LTDA",24247497000105,"AVENIDA DE SANTA CRUZ,  10824",SANTISSIMO,23010185,RJ,"RIO DE JANEIRO",7
12174,"AUTO POSTO DO TRABALHO RIO COMPRIDO LTDA",24247515000159,"RUA ITAPIRU,  941",CATUMBI,20251033,RJ,"RIO DE JANEIRO",6
12175,"AUTO POSTO DO TRABALHO SANTA CRUZ LTDA",24248848000100,"AVENIDA BRASIL,  55496",PACIENCIA,23575202,RJ,"RIO DE JANEIRO",8
12176,"AUTO POSTO DO TRABALHO BELISARIO PENA LTDA",24248958000164,"RUA BELISARIO PENA,  618",PENHA,21020010,RJ,"RIO DE JANEIRO",8
12177,"AUTO POSTO DO TRABALHO MARACANA LTDA",24314878000160,"RUA SAO FRANCISCO XAVIER,  312",MARACANA,20550013,RJ,"RIO DE JANEIRO",6
12178,"AUTO POSTO MEM DE SA LTDA",26507310000190,"AVENIDA MEM DE SA,  225",CENTRO,20230151,RJ,"RIO DE JANEIRO",8
12179,"POSTO DE GASOLINA NOTA 10 DO GRAJAU LTDA",26643967000185,"RUA BARAO DO BOM RETIRO,  1864",GRAJAU,20540342,RJ,"RIO DE JANEIRO",9
12180,"POSTO DE COMBUSTIVEIS SAO DIMAS LTDA",27735297000190,"RUA ALVARO RAMOS,  8",BOTAFOGO,22280110,RJ,"RIO DE JANEIRO",10
12181,"AUTO POSTO TORINO LTDA",28240927000118,"RUA ALVARO ALBERTO,  780","SANTA CRUZ",23550000,RJ,"RIO DE JANEIRO",6
12182,"AUTO POSTO MASP JARDIM LTDA.",28455080000199,"AVENIDA EMBAIXADOR ABELARDO BUENO,  0","BARRA DA TIJUCA",22775040,RJ,"RIO DE JANEIRO",6
12183,"CARBAT DIST E ASSES DO COM DE DERIV DE PET LTDA",29456787000182,"ESTRADA TRES RIOS,  2141",JACAREPAGUA,22740000,RJ,"RIO DE JANEIRO",10
12184,"AUTO POSTO MONALISA LIMITADA",29520756000143,"RUA JARDIM BOTANICO,  134","JARDIM BOTÂNICO",22461000,RJ,"RIO DE JANEIRO",7
12185,"AUTO POSTO MASP QUINTA LTDA",30076676000120,"RUA JOSE EUGENIO,  00011","SAO CRISTOVAO",20941140,RJ,"RIO DE JANEIRO",9
12187,"AUTO POSTO DE GASOLINA E SERVICOS L & Z LTDA",31190986000133,"ESTRADA DOS BANDEIRANTES,  23579","VARGEM GRANDE",22785091,RJ,"RIO DE JANEIRO",8
12188,"AUTO POSTO LAGOA CARIOCA LTDA",31251202000130,"AVENIDA EPITACIO PESSOA,  03666",LAGOA,22471004,RJ,"RIO DE JANEIRO",6
12189,"COMERCIO DE PETROLEO E DERIVADOS GETULIO LTDA",31266569000127,"AVENIDA GEREMARIO DANTAS,  00961",PECHINCHA,22743011,RJ,"RIO DE JANEIRO",8
12190,"DISTRIBUIDORA WAY DE COMBUSTIVEIS LTDA",32156085000198,"AVENIDA DAS AMERICAS,  2100","BARRA DA TIJUCA",22640101,RJ,"RIO DE JANEIRO",6
12191,"POSTO DE GASOLINA JANA LTDA",32351470000196,"RUA ITABIRA,  521",CORDOVIL,21215310,RJ,"RIO DE JANEIRO",7
12192,"POSTO DE GASOLINA E LUBRIFICACAO ENGENHO DE DENTRO LTDA",33114208000190,"AVENIDA AMARO CAVALCANTE,  1701","ENGENHO DE DENTRO",20735040,RJ,"RIO DE JANEIRO",10
12193,"AUTO BENDIX WOLKS LTDA",33202581000101,"RUA FREI CANECA,  312",CENTRO,20211050,RJ,"RIO DE JANEIRO",10
12194,"POSTO DE GASOLINA N S DA PENHA LTDA",33267816000135,"AVENIDA BRAZ DE PINA,  253",PENHA,21011400,RJ,"RIO DE JANEIRO",6
12195,"POSTO DE GASOLINA SANTA LUZIA LTDA",33283177000100,"AVENIDA BRASIL,  6325",RAMOS,21040360,RJ,"RIO DE JANEIRO",9
12196,"POSTO DE GASOLINA ANDARAI LTDA",33638123000101,"RUA BARAO DE MESQUITA,  558",ANDARAI,20540003,RJ,"RIO DE JANEIRO",9
12197,"POSTO DE GASOLINA OLIVEIRENSE LTDA",33683921000155,"RUA FRANCISCO REAL,  1116",BANGU,21810041,RJ,"RIO DE JANEIRO",5
12199,"PONEI POSTO DE GASOLINA LTDA",34035303000161,"AVENIDA BORGES DE MEDEIROS,  3151",LAGOA,22470001,RJ,"RIO DE JANEIRO",9
12201,"POSTO DE GASOLINA E LUBRIFICACAO IPINORT LTDA",34294041000150,"AVENIDA LUZITANIA,  329",PENHA,21011400,RJ,"RIO DE JANEIRO",8
12202,"POSTO DE GASOLINA AMOR LTDA",34381616000171,"RUA FRANCISCO REAL,  560","PADRE MIGUEL",21715421,RJ,"RIO DE JANEIRO",6
